time_code,value
20200217 21:57,6.48
20200218 06:35,0.93
20200218 07:15,6.6
20200218 07:35,13.11
20200218 07:55,13.56
20200218 08:14,22.53
20200218 08:35,26.43
20200218 08:55,38.07
20200218 09:15,34.77
20200218 09:35,47.42
20200218 09:55,32.96
20200218 10:15,40.56
20200218 10:37,66.42
20200218 10:56,61.44
20200218 11:16,76.8
20200218 11:36,84.0
20200218 11:56,70.11
20200218 12:16,63.22
20200218 12:36,65.01
20200218 12:55,69.06
20200218 13:15,60.52
20200218 13:35,65.36
20200218 13:57,61.44
20200218 14:20,72.18
20200218 14:39,81.72
20200218 14:59,69.69
20200218 15:18,48.32
20200218 15:38,33.69
20200218 15:57,38.5
20200218 16:17,41.87
20200218 16:37,35.88
20200218 16:56,33.24
20200218 17:16,29.67
20200218 17:36,78.33
20200218 17:56,56.89
20200218 18:16,71.55
20200218 18:36,71.83
20200218 18:56,67.89
20200218 19:17,47.0
20200218 19:39,48.03
20200218 19:59,31.29
20200218 20:19,38.04
20200218 20:38,10.05
20200218 20:57,5.38
20200218 21:36,4.86
20200218 21:56,0.48
20200219 06:56,6.66
20200219 07:37,18.93
20200219 07:56,29.19
20200219 08:16,25.17
20200219 08:36,36.99
20200219 08:56,47.66
20200219 09:16,39.39
20200219 09:37,48.42
20200219 09:56,37.16
20200219 10:16,56.17
20200219 10:37,73.86
20200219 10:56,76.69
20200219 11:16,76.44
20200219 11:36,90.78
20200219 11:56,78.93
20200219 12:16,67.88
20200219 12:38,65.85
20200219 12:57,49.2
20200219 13:16,51.79
20200219 13:39,76.41
20200219 14:00,83.19
20200219 14:19,67.45
20200219 14:40,67.83
20200219 14:59,51.59
20200219 15:18,53.5
20200219 15:40,50.34
20200219 15:59,35.97
20200219 16:18,37.86
20200219 16:38,44.22
20200219 16:57,44.38
20200219 17:17,54.84
20200219 17:38,88.68
20200219 17:56,109.83
20200219 18:16,96.99
20200219 18:36,72.09
20200219 18:56,87.3
20200219 19:16,74.49
20200219 19:37,75.93
20200219 19:57,70.89
20200219 20:16,24.78
20200219 20:36,29.2
20200219 20:56,42.36
20200219 21:36,7.86
20200219 21:56,4.47
20200219 22:17,24.48
20200219 22:37,51.77
20200219 22:56,60.99
20200220 06:34,3.3
20200220 07:14,5.71
20200220 07:35,8.45
20200220 07:54,23.94
20200220 08:14,25.22
20200220 08:35,30.03
20200220 08:54,46.98
20200220 09:15,58.2
20200220 09:35,56.28
20200220 09:55,63.84
20200220 10:15,79.32
20200220 10:35,100.45
20200220 10:55,98.82
20200220 11:14,91.82
20200220 11:35,88.8
20200220 11:54,100.51
20200220 12:14,100.45
20200220 12:35,97.32
20200220 12:55,77.79
20200220 13:15,63.69
20200220 13:35,104.49
20200220 13:55,88.5
20200220 14:20,91.53
20200220 14:39,75.36
20200220 14:58,63.28
20200220 15:17,76.59
20200220 15:36,61.92
20200220 15:56,94.26
20200220 16:15,52.68
20200220 16:35,59.22
20200220 16:55,44.17
20200220 17:15,41.41
20200220 17:35,75.72
20200220 17:55,92.34
20200220 18:15,84.72
20200220 18:35,94.35
20200220 18:55,87.72
20200220 19:15,78.91
20200220 19:35,83.54
20200220 19:55,63.88
20200220 20:15,64.02
20200220 20:35,35.01
20200220 20:55,15.36
20200220 21:15,14.19
20200220 21:35,15.57
20200220 21:55,17.65
20200220 22:15,31.91
20200220 22:35,42.51
20200220 22:55,52.11
20200220 23:35,52.87
20200221 02:55,3.04
20200221 06:55,6.87
20200221 07:15,10.95
20200221 07:35,21.15
20200221 07:55,36.44
20200221 08:15,31.4
20200221 08:36,51.26
20200221 09:17,62.04
20200221 09:36,43.16
20200221 09:56,45.57
20200221 10:15,68.82
20200221 10:35,69.9
20200221 10:55,71.59
20200221 11:15,75.61
20200221 11:35,61.11
20200221 11:55,77.59
20200221 12:15,74.82
20200221 12:35,63.03
20200221 12:55,56.26
20200221 13:15,30.21
20200221 13:35,61.91
20200221 13:57,62.19
20200221 14:18,91.14
20200221 14:38,65.59
20200221 14:57,108.39
20200221 15:16,107.37
20200221 15:36,96.57
20200221 15:56,72.33
20200221 16:15,51.03
20200221 16:36,35.93
20200221 16:56,58.61
20200221 17:16,55.26
20200221 17:36,102.8
20200221 17:56,118.14
20200221 18:15,110.83
20200221 18:36,119.51
20200221 18:56,103.37
20200221 19:15,123.69
20200221 19:37,102.56
20200221 19:56,95.16
20200221 20:15,66.95
20200221 20:36,45.33
20200221 20:56,55.75
20200221 21:15,19.4
20200221 21:36,8.91
20200221 21:56,23.73
20200221 22:16,51.53
20200221 22:36,52.17
20200221 22:55,65.37
20200221 23:15,53.94
20200222 00:55,4.46
20200222 03:15,0.54
20200222 03:36,0.17
20200222 06:14,0.63
20200222 06:35,4.05
20200222 07:35,6.0
20200222 08:15,30.43
20200222 09:36,40.47
20200222 09:56,49.86
20200222 10:16,54.0
20200222 10:36,36.92
20200222 10:56,53.31
20200222 11:16,45.6
20200222 11:36,55.86
20200222 11:56,56.76
20200222 12:15,43.03
20200222 12:36,51.43
20200222 12:55,47.97
20200222 13:15,60.09
20200222 13:37,63.78
20200222 14:03,64.8
20200222 14:24,107.25
20200222 14:42,77.82
20200222 15:02,76.61
20200222 15:20,92.79
20200222 15:39,98.11
20200222 15:57,87.7
20200222 16:16,73.53
20200222 16:37,71.14
20200222 16:56,88.07
20200222 17:16,88.71
20200222 17:36,81.1
20200222 17:55,71.67
20200222 18:15,69.61
20200222 18:35,65.15
20200222 18:55,80.47
20200222 19:15,61.85
20200222 19:35,45.35
20200222 19:55,38.15
20200222 20:15,34.6
20200222 20:35,28.47
20200222 20:55,12.7
20200222 21:15,18.12
20200222 21:35,27.6
20200222 21:55,39.9
20200222 22:15,22.16
20200222 22:35,19.98
20200222 22:55,63.84
20200222 23:15,22.67
20200222 23:35,12.49
20200223 00:14,1.44
20200223 00:55,0.17
20200223 01:15,1.15
20200223 01:55,1.33
20200223 02:15,1.09
20200223 02:35,0.68
20200223 02:55,2.91
20200223 03:15,3.75
20200223 03:35,4.2
20200223 03:55,3.87
20200223 04:15,0.72
20200223 04:55,0.21
20200223 05:35,0.76
20200223 06:35,4.37
20200223 06:55,1.71
20200223 07:15,11.34
20200223 08:15,11.04
20200223 08:35,1.65
20200223 08:55,1.08
20200223 09:35,4.05
20200223 09:55,6.78
20200223 10:35,17.07
20200223 10:55,4.34
20200223 11:15,35.7
20200223 11:35,42.72
20200223 11:55,32.28
20200223 12:15,30.99
20200223 12:35,38.07
20200223 12:55,11.46
20200223 13:14,9.94
20200223 13:35,14.4
20200223 13:58,15.57
20200223 14:17,13.34
20200223 14:37,8.92
20200223 15:16,12.39
20200223 15:35,14.46
20200223 16:15,8.91
20200223 17:15,9.36
20200223 17:35,13.71
20200223 18:35,11.97
20200223 18:55,5.13
20200223 19:15,11.92
20200223 19:55,4.2
20200223 20:15,11.01
20200223 20:55,10.84
20200223 21:15,7.41
20200223 21:35,10.95
20200223 21:54,7.98
20200224 00:14,5.52
20200224 06:56,5.98
20200224 07:17,19.27
20200224 07:36,29.44
20200224 07:57,32.67
20200224 08:16,62.24
20200224 08:37,54.87
20200224 08:57,76.5
20200224 09:17,68.59
20200224 09:38,75.84
20200224 09:58,64.51
20200224 10:16,84.63
20200224 10:37,85.62
20200224 10:56,74.21
20200224 11:16,96.17
20200224 11:36,91.68
20200224 11:56,71.38
20200224 12:16,67.09
20200224 12:36,76.67
20200224 12:57,66.19
20200224 13:16,56.27
20200224 13:36,72.5
20200224 14:00,81.22
20200224 14:20,76.05
20200224 14:40,62.32
20200224 14:59,50.13
20200224 15:18,38.76
20200224 15:37,59.85
20200224 15:56,63.21
20200224 16:16,39.45
20200224 16:37,62.7
20200224 16:57,33.39
20200224 17:16,83.57
20200224 17:36,61.46
20200224 17:56,58.0
20200224 18:17,84.45
20200224 18:36,56.6
20200224 18:56,68.43
20200224 19:15,61.3
20200224 19:35,41.87
20200224 19:55,31.89
20200224 20:15,34.35
20200224 20:55,14.43
20200224 22:15,35.25
20200225 04:55,18.63
20200225 05:15,21.23
20200225 05:35,4.42
20200225 06:15,8.22
20200225 06:35,30.81
20200225 06:55,23.6
20200225 07:15,72.54
20200225 07:35,70.09
20200225 07:55,61.77
20200225 08:15,90.72
20200225 08:35,116.39
20200225 08:55,125.16
20200225 09:15,121.05
20200225 09:35,111.39
20200225 09:55,129.42
20200225 10:15,127.69
20200225 10:35,89.4
20200225 10:55,83.34
20200225 11:15,70.77
20200225 11:35,53.79
20200225 11:54,66.15
20200225 12:15,56.16
20200225 12:35,49.0
20200225 13:15,12.36
20200225 13:59,23.76
20200225 14:18,14.08
20200225 14:37,14.49
20200225 14:56,11.61
20200225 15:17,10.43
20200225 16:16,6.24
20200225 16:56,12.55
20200225 17:57,16.07
20200225 18:16,9.2
20200225 18:36,12.51
20200225 18:56,12.31
20200225 19:35,2.48
20200226 06:55,13.8
20200226 07:14,16.62
20200226 07:55,43.26
20200226 08:15,56.94
20200226 08:35,49.62
20200226 08:55,62.29
20200226 09:14,86.4
20200226 09:34,78.15
20200226 09:54,79.29
20200226 10:14,83.94
20200226 10:34,87.15
20200226 10:54,78.96
20200226 11:14,97.89
20200226 11:34,83.97
20200226 11:54,67.05
20200226 12:15,93.18
20200226 12:35,72.03
20200226 12:55,81.81
20200226 13:15,83.85
20200226 13:35,103.09
20200226 13:56,86.65
20200226 14:36,102.63
20200226 14:57,110.84
20200226 15:16,112.47
20200226 15:37,96.57
20200226 15:56,101.7
20200226 16:15,90.1
20200226 16:35,93.78
20200226 16:55,101.08
20200226 17:15,89.88
20200226 17:35,128.47
20200226 17:55,117.45
20200226 18:15,126.87
20200226 18:35,129.75
20200226 18:55,95.38
20200226 19:15,90.15
20200226 19:35,80.81
20200226 19:55,74.46
20200226 20:15,30.72
20200226 20:35,44.19
20200226 20:55,36.63
20200226 21:35,10.18
20200226 21:55,17.88
20200226 22:35,43.68
20200226 22:55,49.3
20200227 06:58,6.62
20200227 07:19,13.68
20200227 07:39,14.97
20200227 07:58,14.5
20200227 08:17,43.76
20200227 08:39,50.94
20200227 08:59,88.62
20200227 09:18,100.56
20200227 09:37,96.06
20200227 09:56,83.1
20200227 10:17,107.42
20200227 10:36,101.16
20200227 10:56,114.96
20200227 11:16,95.64
20200227 11:37,96.45
20200227 11:56,75.9
20200227 12:15,99.63
20200227 12:35,104.19
20200227 12:56,97.92
20200227 13:15,89.48
20200227 13:36,65.16
20200227 13:59,94.32
20200227 14:18,103.98
20200227 14:40,79.2
20200227 14:59,86.25
20200227 15:18,81.63
20200227 15:37,97.4
20200227 15:57,86.85
20200227 16:16,103.16
20200227 16:36,84.58
20200227 16:56,77.27
20200227 17:16,108.75
20200227 17:36,124.14
20200227 17:55,109.73
20200227 18:15,116.42
20200227 18:35,125.22
20200227 18:55,120.78
20200227 19:15,120.52
20200227 19:35,103.99
20200227 19:55,64.66
20200227 20:15,68.97
20200227 20:38,30.48
20200227 20:57,46.12
20200227 21:16,39.35
20200227 21:37,13.02
20200227 21:56,7.63
20200227 22:15,41.0
20200227 22:55,68.17
20200228 03:35,1.95
20200228 03:54,1.92
20200228 06:55,11.92
20200228 07:15,16.14
20200228 07:35,17.04
20200228 07:55,20.72
20200228 08:15,37.41
20200228 08:35,40.57
20200228 08:55,49.71
20200228 09:15,54.12
20200228 09:35,54.54
20200228 09:55,66.33
20200228 10:15,80.52
20200228 10:35,116.0
20200228 10:54,126.15
20200228 11:14,99.02
20200228 11:34,116.4
20200228 11:54,103.11
20200228 12:14,82.35
20200228 12:35,56.52
20200228 12:55,35.06
20200228 13:15,22.83
20200228 13:35,38.16
20200228 13:56,75.96
20200228 14:18,109.82
20200228 14:38,89.05
20200228 15:24,113.25
20200228 15:40,103.02
20200228 15:59,67.47
20200228 16:18,75.84
20200228 16:37,104.01
20200228 16:56,106.32
20200228 17:16,135.76
20200228 17:36,155.31
20200228 17:57,146.67
20200228 18:16,145.62
20200228 18:36,141.53
20200228 18:56,148.98
20200228 19:16,153.39
20200228 19:37,138.16
20200228 19:59,129.57
20200228 20:19,130.35
20200228 20:40,141.42
20200228 20:59,122.9
20200228 21:18,91.79
20200228 21:39,101.04
20200228 21:57,103.44
20200228 22:21,96.15
20200228 22:41,98.85
20200228 23:00,129.81
20200228 23:19,91.74
20200228 23:39,76.77
20200229 07:15,1.11
20200229 07:35,9.3
20200229 08:15,6.3
20200229 08:38,9.03
20200229 08:57,9.75
20200229 09:17,5.97
20200229 09:37,12.54
20200229 09:56,6.63
20200229 10:16,19.47
20200229 10:35,37.38
20200229 10:55,36.94
20200229 11:15,17.92
20200229 11:35,43.16
20200229 11:55,50.95
20200229 12:15,40.54
20200229 12:35,29.69
20200229 12:55,23.34
20200229 13:15,57.54
20200229 13:35,33.56
20200229 13:55,57.73
20200229 14:17,56.57
20200229 14:37,67.46
20200229 14:57,68.09
20200229 15:17,51.79
20200229 15:40,68.24
20200229 15:59,64.5
20200229 16:17,61.17
20200229 16:37,53.58
20200229 16:57,59.86
20200229 17:16,35.42
20200229 17:37,49.26
20200229 17:56,40.2
20200229 18:18,34.12
20200229 18:37,22.77
20200229 18:58,16.68
20200229 19:17,19.02
20200229 19:37,23.63
20200229 19:56,14.19
20200229 20:16,11.27
20200229 20:36,7.59
20200229 20:56,8.37
20200229 21:16,12.51
20200229 21:38,8.16
20200229 22:00,10.44
20200229 22:19,11.69
20200229 22:40,19.53
20200229 23:01,3.78
20200301 06:56,2.88
20200301 07:15,1.23
20200301 07:55,3.3
20200301 08:35,4.59
20200301 08:55,2.22
20200301 09:15,4.7
20200301 09:35,7.41
20200301 09:55,5.73
20200301 10:15,12.96
20200301 10:35,18.38
20200301 10:55,48.54
20200301 11:15,50.22
20200301 11:35,40.56
20200301 11:55,10.65
20200301 12:15,17.58
20200301 12:35,18.39
20200301 12:55,15.42
20200301 13:15,11.97
20200301 13:35,14.43
20200301 13:56,14.13
20200301 14:17,8.1
20200301 14:41,20.1
20200301 15:00,15.33
20200301 15:20,15.08
20200301 15:39,15.03
20200301 16:00,5.97
20200301 16:18,21.33
20200301 16:58,13.29
20200301 17:16,15.54
20200301 17:37,10.71
20200301 17:58,14.35
20200301 18:16,21.27
20200301 18:58,12.51
20200301 19:19,15.72
20200301 19:56,6.86
20200301 20:16,7.85
20200301 20:36,10.23
20200301 20:58,15.53
20200301 21:17,11.39
20200301 21:37,10.8
20200301 21:56,12.57
20200301 22:16,5.15
20200301 22:36,6.01
20200301 22:55,5.64
20200301 23:16,7.34
20200302 02:37,1.2
20200302 03:16,0.66
20200302 06:17,1.65
20200302 06:57,16.65
20200302 07:16,16.2
20200302 07:36,25.08
20200302 07:56,31.17
20200302 08:16,27.09
20200302 08:36,37.95
20200302 08:57,44.63
20200302 09:16,44.91
20200302 09:36,50.01
20200302 09:55,33.53
20200302 10:15,36.26
20200302 10:35,60.09
20200302 10:55,58.38
20200302 11:15,73.08
20200302 11:36,74.55
20200302 11:56,68.46
20200302 12:17,80.7
20200302 12:36,86.61
20200302 12:56,65.48
20200302 13:16,52.68
20200302 13:36,72.18
20200302 13:56,80.55
20200302 14:19,65.58
20200302 14:39,46.95
20200302 14:59,60.33
20200302 15:18,47.7
20200302 15:40,30.18
20200302 16:01,23.94
20200302 16:23,60.63
20200302 16:41,41.96
20200302 17:00,41.05
20200302 17:23,71.28
20200302 17:43,91.97
20200302 18:05,89.46
20200302 18:23,93.33
20200302 18:40,76.06
20200302 19:20,58.58
20200302 19:38,40.89
20200302 19:57,50.92
20200302 20:17,39.4
20200302 20:38,60.84
20200302 20:57,19.92
20200302 21:36,4.83
20200302 22:16,18.54
20200302 23:57,30.17
20200303 06:55,8.49
20200303 07:35,14.79
20200303 07:55,16.14
20200303 08:16,36.51
20200303 08:36,70.77
20200303 08:55,102.53
20200303 09:15,112.26
20200303 09:35,121.11
20200303 09:55,120.73
20200303 10:15,136.06
20200303 10:35,124.75
20200303 10:55,94.84
20200303 11:15,103.15
20200303 11:38,96.99
20200303 11:57,69.18
20200303 12:18,78.54
20200303 12:40,77.0
20200303 12:59,78.14
20200303 13:20,79.0
20200303 13:45,87.3
20200303 14:09,76.35
20200303 14:31,54.66
20200303 14:48,53.3
20200303 15:05,70.93
20200303 15:26,59.7
20200303 15:46,62.76
20200303 16:05,45.78
20200303 16:27,44.22
20200303 16:45,26.75
20200303 17:05,40.08
20200303 17:30,68.14
20200303 17:48,59.86
20200303 18:05,81.76
20200303 18:24,73.92
20200303 18:43,42.34
20200303 19:05,48.72
20200303 19:25,43.05
20200303 19:45,21.75
20200303 20:02,27.35
20200303 20:23,12.63
20200303 20:45,4.74
20200303 21:05,2.31
20200303 21:23,0.66
20200303 22:25,6.33
20200303 22:43,24.74
20200304 00:00,47.64
20200304 03:38,0.84
20200304 06:18,2.07
20200304 06:37,2.97
20200304 06:58,8.28
20200304 07:17,12.38
20200304 07:37,25.24
20200304 07:58,24.63
20200304 08:18,23.21
20200304 08:40,19.68
20200304 09:00,28.38
20200304 09:18,34.25
20200304 09:37,31.46
20200304 09:56,28.33
20200304 10:17,51.05
20200304 10:37,54.51
20200304 10:56,56.19
20200304 11:16,89.4
20200304 11:36,73.29
20200304 11:56,51.13
20200304 12:15,72.37
20200304 12:35,76.21
20200304 12:55,94.23
20200304 13:15,83.38
20200304 13:36,89.4
20200304 13:58,71.95
20200304 14:20,81.08
20200304 14:40,80.19
20200304 15:00,74.97
20200304 15:20,66.85
20200304 15:39,46.26
20200304 15:58,36.46
20200304 16:16,57.21
20200304 16:37,47.97
20200304 16:57,45.02
20200304 17:17,71.49
20200304 17:36,70.74
20200304 17:56,111.25
20200304 18:16,111.96
20200304 18:36,72.7
20200304 18:57,109.91
20200304 19:18,80.61
20200304 19:39,83.04
20200304 19:58,55.56
20200304 20:17,62.08
20200304 20:37,42.57
20200304 20:57,18.77
20200304 21:18,12.21
20200304 21:37,14.64
20200304 21:56,5.94
20200304 22:56,48.63
20200304 23:36,43.08
20200304 23:56,17.49
20200305 06:24,2.55
20200305 07:04,5.1
20200305 07:21,11.09
20200305 07:39,28.11
20200305 07:58,31.63
20200305 08:22,39.62
20200305 08:40,37.29
20200305 08:59,47.91
20200305 09:17,73.35
20200305 09:39,54.44
20200305 09:57,77.28
20200305 10:18,85.25
20200305 10:41,106.28
20200305 11:02,97.95
20200305 11:19,97.38
20200305 11:39,79.29
20200305 12:00,100.8
20200305 12:19,74.13
20200305 12:39,75.16
20200305 12:58,73.32
20200305 13:21,94.72
20200305 13:41,56.82
20200305 14:06,91.14
20200305 14:26,88.74
20200305 14:45,85.99
20200305 15:02,65.51
20200305 15:20,66.12
20200305 15:40,84.54
20200305 16:00,82.65
20200305 16:20,127.62
20200305 16:38,120.75
20200305 16:57,106.44
20200305 17:16,114.78
20200305 17:37,139.98
20200305 17:57,139.24
20200305 18:16,159.51
20200305 18:37,148.68
20200305 18:57,146.88
20200305 19:19,136.5
20200305 19:39,126.75
20200305 19:58,114.57
20200305 20:17,81.63
20200305 20:37,79.98
20200305 20:57,59.91
20200305 21:16,31.73
20200305 21:37,22.56
20200305 21:56,18.81
20200305 22:17,10.89
20200305 23:15,33.51
20200305 23:36,1.2
20200306 02:16,8.92
20200306 03:36,0.38
20200306 05:37,0.63
20200306 06:56,7.22
20200306 07:15,12.18
20200306 07:35,18.18
20200306 07:55,22.14
20200306 08:15,22.17
20200306 08:38,23.07
20200306 08:58,27.57
20200306 09:20,17.67
20200306 09:40,31.5
20200306 09:58,33.14
20200306 10:16,42.34
20200306 10:36,28.56
20200306 10:57,75.9
20200306 11:17,69.27
20200306 11:41,57.75
20200306 12:00,61.83
20200306 12:20,54.31
20200306 12:39,52.98
20200306 12:57,47.88
20200306 13:16,38.22
20200306 13:37,21.32
20200306 13:59,53.79
20200306 14:21,58.62
20200306 14:41,81.88
20200306 15:00,80.52
20200306 15:18,59.49
20200306 15:37,66.96
20200306 15:57,50.33
20200306 16:21,71.85
20200306 16:41,55.06
20200306 17:00,69.93
20200306 17:25,84.75
20200306 17:42,119.52
20200306 18:00,122.68
20200306 18:18,122.69
20200306 18:38,129.13
20200306 18:58,103.71
20200306 19:17,121.4
20200306 19:39,110.18
20200306 19:57,96.2
20200306 20:17,81.21
20200306 20:37,83.82
20200306 20:57,79.77
20200306 21:17,62.61
20200306 21:38,46.2
20200306 21:57,19.47
20200306 22:17,21.53
20200306 22:38,62.39
20200306 22:58,32.79
20200307 04:56,0.2
20200307 07:16,1.65
20200307 08:16,1.98
20200307 08:36,3.09
20200307 08:56,8.49
20200307 09:36,13.3
20200307 09:56,11.88
20200307 10:18,18.06
20200307 10:40,24.87
20200307 10:59,18.25
20200307 11:17,67.78
20200307 11:38,62.01
20200307 11:58,37.1
20200307 12:17,32.19
20200307 12:39,47.25
20200307 12:59,32.88
20200307 13:19,44.17
20200307 13:40,45.03
20200307 14:01,44.91
20200307 14:26,48.81
20200307 14:46,51.78
20200307 15:06,50.94
20200307 15:26,67.05
20200307 15:46,41.73
20200307 16:04,43.79
20200307 16:21,38.96
20200307 16:40,34.4
20200307 17:00,28.26
20200307 17:18,28.5
20200307 17:39,17.79
20200307 17:57,15.63
20200307 18:17,21.85
20200307 18:38,12.49
20200307 18:57,12.81
20200307 19:17,13.29
20200307 19:37,12.84
20200307 19:57,12.2
20200307 20:37,10.97
20200307 20:58,14.22
20200307 21:17,10.11
20200307 21:40,9.87
20200307 22:00,7.59
20200307 22:18,1.08
20200307 22:37,37.02
20200308 02:16,0.63
20200308 03:36,1.47
20200308 03:57,2.7
20200308 07:19,3.21
20200308 08:19,4.68
20200308 08:39,8.34
20200308 08:58,6.36
20200308 09:58,6.17
20200308 10:19,4.0
20200308 10:40,17.07
20200308 10:59,29.19
20200308 11:18,48.54
20200308 11:37,34.12
20200308 11:57,32.37
20200308 12:19,44.43
20200308 12:43,24.08
20200308 13:00,14.61
20200308 13:19,16.83
20200308 13:38,14.88
20200308 14:09,16.74
20200308 14:28,26.22
20200308 14:46,13.56
20200308 15:02,19.74
20200308 15:21,20.27
20200308 15:40,16.23
20200308 15:58,17.91
20200308 16:18,23.16
20200308 16:38,14.98
20200308 16:57,4.8
20200308 17:17,18.5
20200308 17:37,7.14
20200308 17:58,4.2
20200308 18:17,5.88
20200308 18:56,14.4
20200308 19:17,8.16
20200308 19:36,9.45
20200308 20:37,10.11
20200308 20:56,0.54
20200308 21:37,7.2
20200309 06:36,2.58
20200309 06:56,8.31
20200309 07:16,8.46
20200309 07:36,11.46
20200309 07:56,20.76
20200309 08:16,24.36
20200309 08:38,60.05
20200309 08:57,62.76
20200309 09:16,76.3
20200309 09:37,57.89
20200309 09:56,51.93
20200309 10:16,69.68
20200309 10:36,66.13
20200309 10:56,61.11
20200309 11:17,63.25
20200309 11:38,69.56
20200309 11:57,54.12
20200309 12:17,65.44
20200309 12:37,52.45
20200309 12:58,48.22
20200309 13:18,30.51
20200309 13:39,17.88
20200309 14:02,46.59
20200309 14:24,24.99
20200309 15:05,39.51
20200309 15:26,14.22
20200309 15:43,24.27
20200309 16:05,10.44
20200309 16:25,22.02
20200309 16:46,27.48
20200309 17:04,21.5
20200309 17:26,40.11
20200309 17:46,75.27
20200309 18:06,85.18
20200309 18:26,65.07
20200309 18:46,59.19
20200309 19:04,48.37
20200309 19:26,65.04
20200309 19:45,52.11
20200309 20:07,40.05
20200309 20:26,35.95
20200309 20:45,11.12
20200309 21:03,8.49
20200309 21:25,8.28
20200309 21:44,6.66
20200309 22:42,37.05
20200310 07:16,4.98
20200310 07:56,18.39
20200310 08:16,27.56
20200310 08:36,28.73
20200310 08:56,44.2
20200310 09:16,26.8
20200310 09:36,51.31
20200310 09:56,29.1
20200310 10:16,61.52
20200310 10:37,60.78
20200310 10:58,65.4
20200310 11:16,62.2
20200310 11:37,73.11
20200310 11:57,60.33
20200310 12:17,71.76
20200310 12:39,48.27
20200310 12:58,34.74
20200310 13:19,63.46
20200310 13:44,59.55
20200310 14:06,47.6
20200310 14:27,45.47
20200310 14:46,50.75
20200310 15:06,49.44
20200310 15:23,32.4
20200310 15:41,32.85
20200310 15:59,45.93
20200310 16:22,35.36
20200310 16:44,45.48
20200310 17:06,35.87
20200310 17:26,33.89
20200310 17:46,51.66
20200310 18:05,66.78
20200310 18:26,39.19
20200310 18:44,51.27
20200310 19:02,36.66
20200310 19:26,37.17
20200310 19:45,27.12
20200310 20:06,17.31
20200310 20:26,10.15
20200310 20:46,7.5
20200310 21:26,3.42
20200310 22:04,2.55
20200310 22:41,69.48
20200311 00:01,36.16
20200311 07:20,17.46
20200311 07:39,25.74
20200311 07:59,28.37
20200311 08:19,27.78
20200311 08:41,32.58
20200311 08:59,33.42
20200311 09:17,63.09
20200311 09:37,33.24
20200311 09:56,56.04
20200311 10:17,81.33
20200311 10:37,73.62
20200311 10:57,61.38
20200311 11:16,69.9
20200311 11:36,73.71
20200311 11:56,83.13
20200311 12:16,92.79
20200311 12:36,96.83
20200311 12:55,92.52
20200311 13:15,93.21
20200311 13:36,78.06
20200311 13:57,79.83
20200311 14:20,84.84
20200311 14:38,81.48
20200311 14:57,66.23
20200311 15:17,58.4
20200311 15:37,46.97
20200311 15:57,42.53
20200311 16:17,36.93
20200311 16:37,32.25
20200311 16:56,30.06
20200311 17:16,60.63
20200311 17:36,84.99
20200311 17:56,70.25
20200311 18:16,74.74
20200311 18:39,92.91
20200311 19:00,76.92
20200311 19:21,44.4
20200311 19:42,15.63
20200311 20:01,29.98
20200311 20:21,8.49
20200311 20:41,7.06
20200311 21:23,4.49
20200311 21:43,7.32
20200311 22:01,1.09
20200311 22:42,48.3
20200311 23:23,40.44
20200312 06:17,0.6
20200312 06:58,6.45
20200312 07:37,8.57
20200312 07:56,24.36
20200312 08:17,43.01
20200312 08:38,101.35
20200312 08:57,112.62
20200312 09:17,121.32
20200312 09:37,122.91
20200312 09:58,127.56
20200312 10:21,106.74
20200312 10:41,112.74
20200312 11:01,113.18
20200312 11:24,101.76
20200312 11:43,99.51
20200312 12:06,76.62
20200312 12:27,90.85
20200312 12:46,74.72
20200312 13:02,90.37
20200312 13:23,79.5
20200312 14:11,96.69
20200312 14:28,116.07
20200312 14:50,111.42
20200312 15:10,94.25
20200312 15:48,93.61
20200312 16:07,70.62
20200312 16:28,57.59
20200312 16:49,82.95
20200312 17:11,96.78
20200312 17:30,85.47
20200312 17:46,89.85
20200312 18:03,110.67
20200312 18:23,105.63
20200312 18:43,87.48
20200312 19:01,75.3
20200312 19:21,79.53
20200312 19:40,80.01
20200312 20:18,76.92
20200312 20:39,51.33
20200312 20:59,23.13
20200312 21:18,8.61
20200312 21:37,7.77
20200312 21:57,1.08
20200312 22:36,51.69
20200312 23:17,7.51
20200313 00:39,0.2
20200313 06:21,1.11
20200313 06:39,3.93
20200313 06:58,1.89
20200313 07:17,7.92
20200313 07:37,5.37
20200313 07:57,15.15
20200313 08:16,16.16
20200313 08:37,29.76
20200313 08:57,37.25
20200313 09:17,37.86
20200313 09:37,21.51
20200313 09:56,37.86
20200313 10:16,45.96
20200313 10:36,65.73
20200313 10:56,57.6
20200313 11:16,54.54
20200313 11:36,53.97
20200313 11:57,61.08
20200313 12:17,47.52
20200313 12:38,55.28
20200313 12:57,43.77
20200313 13:18,45.39
20200313 13:41,53.82
20200313 14:01,61.56
20200313 14:28,46.64
20200313 14:51,74.28
20200313 15:06,77.81
20200313 15:27,61.98
20200313 15:48,37.44
20200313 16:06,29.82
20200313 16:27,22.05
20200313 16:46,23.25
20200313 17:06,49.41
20200313 17:26,53.76
20200313 17:46,100.83
20200313 18:04,128.13
20200313 18:27,100.11
20200313 18:46,95.57
20200313 19:01,86.01
20200313 19:23,85.13
20200313 19:44,102.51
20200313 20:26,99.03
20200313 20:44,88.98
20200313 21:01,88.68
20200313 21:47,7.89
